0.000000 0.000000 0.000000
0.000000 0.000000 0.000488
0.003583 -0.011124 0.000977
0.010492 -0.030822 0.001465
0.015189 -0.057400 0.001953
0.007578 -0.085052 0.002441
-0.007671 -0.107201 0.002930
-0.025008 -0.134844 0.003418
-0.057349 -0.165718 0.003906
-0.087129 -0.216413 0.004395
-0.116383 -0.254364 0.004883
-0.160020 -0.288936 0.005371
-0.191869 -0.321951 0.005859
-0.227516 -0.350315 0.006348
-0.259638 -0.372728 0.006836
-0.308588 -0.397775 0.007324
-0.355467 -0.424821 0.007812
-0.396681 -0.462917 0.008301
-0.432591 -0.498527 0.008789
-0.465374 -0.543660 0.009277
-0.499625 -0.587447 0.009766
-0.539015 -0.634774 0.010254
-0.566912 -0.677152 0.010742
-0.583990 -0.727305 0.011230
-0.592094 -0.784730 0.011719
-0.598548 -0.842018 0.012207
-0.604258 -0.890827 0.012695
-0.617200 -0.936406 0.013184
-0.633577 -0.968461 0.013672
-0.648688 -0.996477 0.014160
-0.661273 -1.028833 0.014648
-0.676759 -1.051671 0.015137
-0.694574 -1.051942 0.015625
-0.725773 -1.049180 0.016113
-0.757205 -1.053617 0.016602
-0.779268 -1.063868 0.017090
-0.801983 -1.080814 0.017578
-0.814109 -1.098659 0.018066
-0.827860 -1.109566 0.018555
-0.844257 -1.134697 0.019043
-0.857674 -1.165713 0.019531
-0.884203 -1.181157 0.020020
-0.905578 -1.189724 0.020508
-0.925790 -1.189407 0.020996
-0.942966 -1.192948 0.021484
-0.958897 -1.208014 0.021973
-0.981701 -1.223531 0.022461
-1.004162 -1.243038 0.022949
-1.033401 -1.263577 0.023438
-1.059349 -1.280368 0.023926
-1.078954 -1.296975 0.024414
-1.081507 -1.309768 0.024902
-1.085471 -1.315112 0.025391
-1.084451 -1.316672 0.025879
-1.082093 -1.326439 0.026367
-1.081010 -1.322014 0.026855
-1.085260 -1.314162 0.027344
-1.081796 -1.292833 0.027832
-1.067028 -1.271183 0.028320
-1.047733 -1.262798 0.028809
-1.033316 -1.240838 0.029297
-1.041967 -1.214479 0.029785
-1.050052 -1.173228 0.030273
-1.071922 -1.128987 0.030762
-1.083525 -1.079391 0.031250
-1.086147 -1.037138 0.031738
-1.088271 -0.992073 0.032227
-1.086303 -0.935113 0.032715
-1.085826 -0.882540 0.033203
-1.080717 -0.819127 0.033691
-1.092322 -0.755754 0.034180
-1.092987 -0.708329 0.034668
-1.092382 -0.657702 0.035156
-1.086641 -0.601807 0.035645
-1.077270 -0.560604 0.036133
-1.072861 -0.524669 0.036621
-1.077890 -0.488351 0.037109
-1.082550 -0.459361 0.037598
-1.084379 -0.426786 0.038086
-1.080683 -0.400097 0.038574
-1.084403 -0.373803 0.039062
-1.103179 -0.367791 0.039551
-1.121065 -0.355922 0.040039
-1.148497 -0.349133 0.040527
-1.180842 -0.345630 0.041016
-1.199590 -0.340809 0.041504
-1.211249 -0.328270 0.041992
-1.236085 -0.310709 0.042480
-1.264579 -0.293554 0.042969
-1.294619 -0.277899 0.043457
-1.310958 -0.268115 0.043945
-1.316569 -0.272246 0.044434
-1.313178 -0.280879 0.044922
-1.298151 -0.274588 0.045410
-1.283414 -0.265000 0.045898
-1.285974 -0.241847 0.046387
-1.288369 -0.211399 0.046875
-1.288224 -0.169147 0.047363
-1.277591 -0.123375 0.047852
-1.277014 -0.077257 0.048340
-1.280127 -0.043025 0.048828
-1.280406 0.004825 0.049316
-1.287425 0.044295 0.049805
-1.286657 0.077841 0.050293
-1.280557 0.108347 0.050781
-1.281641 0.138672 0.051270
-1.272082 0.162774 0.051758
-1.243477 0.176696 0.052246
-1.203869 0.178479 0.052734
-1.174454 0.168315 0.053223
-1.144415 0.153125 0.053711
-1.115008 0.132255 0.054199
-1.081673 0.118116 0.054688
-1.041752 0.103964 0.055176
-1.007263 0.060854 0.055664
-0.964052 0.014715 0.056152
-0.911636 -0.021353 0.056641
-0.848317 -0.044997 0.057129
-0.783167 -0.074234 0.057617
-0.714815 -0.099938 0.058105
-0.630826 -0.123958 0.058594
-0.551309 -0.139023 0.059082
-0.477981 -0.137515 0.059570
-0.400276 -0.138816 0.060059
-0.324831 -0.150523 0.060547
-0.255920 -0.145845 0.061035
-0.179656 -0.131039 0.061523
-0.095619 -0.100445 0.062012
-0.004084 -0.077184 0.062500
0.092971 -0.051831 0.062988
0.201208 -0.007025 0.063477
0.329529 0.053841 0.063965
0.462068 0.130814 0.064453
0.590821 0.219470 0.064941
0.722692 0.313310 0.065430
0.874186 0.422231 0.065918
1.030545 0.546722 0.066406
1.195824 0.671717 0.066895
1.368175 0.807564 0.067383
1.546026 0.956680 0.067871
1.733614 1.124941 0.068359
1.927852 1.309115 0.068848
2.120308 1.493644 0.069336
2.320415 1.681633 0.069824
2.513439 1.879127 0.070312
2.718577 2.055577 0.070801
2.891750 2.238763 0.071289
3.061019 2.419184 0.071777
3.219692 2.585813 0.072266
3.369094 2.744237 0.072754
